,metadata_name,metadata_activityType,metadata_climbCategory,metadata_verifiedStatus,measurements_distance,measurements_avgGrade,measurements_elevHigh,measurements_elevLow,elevationChart_url,totalAthletes,totalEfforts,athletePrEffort_timing_elapsedTime,athletePrEffort_activity_id,leaderboards_leaderboardEfforts_athlete_id,leaderboards_leaderboardEfforts_athlete_firstName,leaderboards_leaderboardEfforts_athlete_lastName,leaderboards_leaderboardEfforts_activity_id,leaderboards_leaderboardEfforts_timing_elapsedTime,athletePrEffort,distance_miles,cr_speed
130,Peterson Hustle West - Lincoln to Pulaski,Ride,,,1709.199951171875,0.13456599414348602,183.0,177.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/C2UD3LNYJECIQLU7HQP3VLS2CCTLVQ4VC3YVFKQJA5EDTBYZVWNF7RFNF7WDTVB5FBCRYJ3Q,251,402,,,107588599,Sergey,Kalinin,7902204817,134,,1.062050251141384,28.53269331424614
131,North shore channel,Ride,,,748.5,-0.1870409995317459,181.1999969482422,178.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IQHS25XYKQ5IDN4QHR7FBWMK77BIJEDT7BZJVEIFSITEKGMBX77YTZM5MCLRGVZNNDJWIQSO6U======,10132,57371,123.0,12593443615,15727692,Graham,Spicer,1071281714,62,,0.4650974933823804,27.0056609060737
132,Elston - Trail - Lincoln Loop,Ride,,,33754.3984375,0.014220399782061577,204.1999969482422,188.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TVN7BLL3KG3TCRXSOEQE3YBHIJ4CLYQIX7BMIOGLVWQVNCJ77EREVCOIMFKKOWLJK4KKQ5RG,2,2,,,1374731,Johnathan,Crawford,149211641,4415,,20.974062931077338,17.102293669734635
133,Soon you will be the undead,Ride,,,805.7000122070312,0.07446940243244171,181.3000030517578,179.10000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/22AGQBBZV4EXJ6CDRUBO2RT3VTKDC2SRTWCAJF7YGEUMCNNYID75XCTSNI7YUWROM3EYCRXX,956,5259,,,61225958,Chris,Murphy,11910550378,60,,0.5006400215038658,30.038401290231945
134,Lincoln to Argyle Channel Trail,Ride,,,2458.60009765625,0.0540350005030632,182.83399963378906,177.947998046875,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/3K42YX42EKLAJ3AFI53HTMMUQSYTLWKI6GTP3DP3N27MSTA4AM7WQCNQAC6NED2CZMPXUVN27Y======,7947,44913,374.0,12593443615,62525931,Steven,Decker,12267267020,227,,1.5277070710081462,24.227953549027866
135,Sprint No. 538,Ride,,,507.70001220703125,-0.078786700963974,179.8000030517578,178.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/BZJ6I4CPVQUKNS5ECXG3T4PNTK6ZBCYWNZNTPUS4RIOYXSNG5442W3N6Z2ZARGX2GIG4MRRV,945,11784,,,61225958,Chris,Murphy,12213754441,37,,0.3154709459822233,30.694470419891996
136,Pratt - K to W,Ride,,,1560.5,0.07049019634723663,182.39999389648438,181.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6ZAQ2CWVNFKDYQLKG4DAQVR6IS6Z44W2V2WDTALYXGR2RQWUURVNBBLK4OK6JM4HXCLBUWAC,499,5217,,,9015126,Deitrick,Mitchell,3823283625,141,,0.9696521555420234,24.757076311711238
137,Grabbin' That Green Leaf,Ride,,,475.3999938964844,0.042069800198078156,185.8000030517578,185.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/2OXR6RLIPNGYIIY7O2TPS4Y6MNSESATYRGH5XINLHDB44KVK7LF6DRQKEMPK6KWLZURI3OIK,638,9997,,,16044197,Phil,Stosur,3968670585,30,,0.29540059521075995,35.4480714252912
138,7/11 to Beglye: MNR/WNR afters,Ride,,,7724.10009765625,-0.010357200168073177,191.8000030517578,184.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/LZEW6SSNGIECJUEIYNHSGKDLG2IG3A65L3JBZZX7B5RDAPYNAJLRWD4DPPYBXQI7SREZFS44PM======,6,62,,,36982107,Brad,Sherwood,7645492411,873,,4.799545215837704,19.791939034382285
139,T.H.C.  (Touhy Howard California),Ride,,,732.7999877929688,0.081877700984478,184.0,182.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/QYJ2GDKXU5V3PEHQEIXMMD6EHNAHW4XY6IGSPMDW73AJZ3DNPCI7CAUKTQWNQIYAPXS4KDRC,4178,60000,,,256166,stephen,merlo,4268860757,56,,0.455341933831862,29.271981460619703
140,Pratt Koscic,Ride,,,783.5999755859375,0.051046501845121384,185.89999389648438,185.5,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/Q76EOXEPTTW54O2H6MHEQ4WEL7IYPVX5Y7KS2W4RODTFJ5CM6VYB767LIWITQH6XS4QGURFW,533,5190,,,1764867,Alexander,Herskovic,2417490918,52,,0.4869076612685558,33.70899193397693
141,Devon short,Ride,,,470.1000061035156,-0.06381619721651077,188.6999969482422,186.5,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/SR6C3GKM5B54NJPIKVDZZLGNJRYTKYBHVBXBMBGOZHJUFW5H5LMPPSAYFEP4P2GOL4LFS5YP,1053,2889,,,43688099,joe,zitoli,10724651194,24,,0.29210732729163236,43.81609909374485
142,SVT: Howard-Touhy,Ride,,,760.0999755859375,0.05262469872832298,456.79998779296875,455.6000061035156,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/H6AWGXB2N2V435QK2D7RTHKHFHVYOOE7LLY5W6YLWTHT6GO2NCGHDG4DNWXRMGQRSEQ2PUWC,2984,17671,152.0,12294127694,123087042,Alberto,Benitez Junior,12501852425,70,,0.4723054019572853,24.289992100660392
143,Channel Trail South Main to Oakton,Ride,,,746.9000244140625,0.013388699851930141,181.39999389648438,179.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4VOV4GD5QHL2ERTME5S3VBJ2OFR2MKGHR6LHDW7APIC7RNSUTVIHTLLVPB5SJ4KUOLV5Z4ANDU======,8928,43429,,,16102,William,Edwards,234503256,65,,0.4641033121739735,25.704183443481607
144,Channel Trail South Oakton to Howard,Ride,,,698.9000244140625,0.028616400435566902,182.8000030517578,180.10000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/64X4A6AHD5ZDYHCRTRFHJVVMKP7T6NFR3VOUAXD46IYMWUUVLFAKTO6C7PA2DTEUV4X37Z7HUM======,10709,50725,88.0,12593443615,60834254,Igor,Stavnitser,12456114577,40,,0.43427742081478277,39.08496787333045
145,Mulford to the Max (EB),Ride,,,735.0999755859375,0.5985580086708069,163.39999389648438,159.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/D5MAJHF6352MQJVE4QJ6ABTHE7SX6DA3AEGZEOMXSCKKXEXB632232IACRZ7APKHO7ZIK5A4CI======,176,1134,,,498035,Edmund,White,1019243628,62,,0.4567710835410401,26.522191947544265
146,Asbury Ave Bike Lane - No stopping!,Ride,,,707.2999877929688,0.0,187.39999389648438,186.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/BD4W2N4NBFIPSJPCZUWKHSY53CILWYTLRATISKM3OIKOS7WWUSNAJC25ZCPU7IABRX3FEVF5XQ======,1795,60213,88.0,12095007489,1866361,Sabin,West,3700911865,50,,0.43949692904729193,31.64377889140502
147,Evanston Main to the Lake,Ride,,,1239.0999755859375,-0.629489004611969,148.60000610351562,140.1999969482422,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/37HEM5F55QC5L6LVAZUO7M35K26ELNSUOC6DIZA76C6OAZIOTTLRMWELEGVQAETZ2DJKD5XM4I======,250,676,,,5880835,Beni,Colta,1167269912,121,,0.7699429428125427,22.907393339877306
148,Cemetery - Tower,Ride,,,13157.099609375,0.1520089954137802,199.8000030517578,175.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/3XORYUK25F7AJTSVNZ4YXQJFEJMTSCOOE7GLWZGVGPBL3IC3SGJK2RXDAW5YKPXAJWRDFENUFU======,2961,21287,1725.0,11326381195,57215647,Gar,Lauerman,12584553738,1065,,8.175462990651448,27.635367855723207
149,Rounding Calvary Cemetery,Ride,,,650.4199829101562,-0.03801359981298447,179.0590057373047,176.63499450683594,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OR3YKLBKVC3JRKAAMI3KZOAPEPETSEPDX2GYNAKSCKJDEVA44EZGHNXP4YXYGNHBRPNOVSL2,11575,106212,51.0,12251582628,8470229,Mitch,Powers,9740047091,42,,0.40415324475260433,34.64170669308037
150,Lake St Mini Climb,Ride,,,741.0,0.6207829713821411,191.0,184.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/OIEJTA4TDR2BAQ2PEPOHZGPCHXXC26NRCQQH63RJMX2EQJDJUDLN5YHWAS6M6SGTUKNZHX6Y,527,3649,,,4828052,Michael,Lanyon,568463685,54,,0.4604371978575068,30.695813190500452
151,Greenwood Groove,Ride,,,7516.7998046875,-0.0425712987780571,180.1999969482422,174.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/SVPYHAEB3N4AV5Y2RGONAH4IKEWNGLO2A6HX5YYX3HX2UXAFTCCNUBYN4TAPLE6WYBEWEO57,1,1,,,22871852,BG ,double U,3966694953,10844,,4.6707344654874055,1.5505942526516654
152,Church Westbound - Crawford to Skokie Blvd,Ride,,,1508.199951171875,0.45086899399757385,192.0,184.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TGT4Q7EMGISEJNTKXBSRGLT5LD4GJCCCZOZCEZMNNDP4ILRSL2XPFT4Z7VHMTXD3EBGXFEV77A======,1429,18759,,,1826895,Ryan,Fay,54443440,109,,0.937154331074773,30.95188616393746
153,Creamin' Crawford,Ride,,,1683.4000244140625,0.37424299120903015,191.5,184.89999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/CMXH66SAYKFWQ5O57K4YVYX2YD63FOSJSARCTFB2VZZLHQJZLOTFKIUCKEHC6NADFJCMOYOS,3266,44988,,,86758286,Travis,Garth,12615887853,119,,1.0460188800465176,31.64426864006272
154,skevanston pereval,Ride,,,722.5,-0.027681700885295868,270.3999938964844,269.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TD4XM7XW3RPHNREF777BHMPKUVIUE2WZPL5QOJV45R7NW246J2X6UPGFMOQR7B2LHW2K67WY,475,4546,,,36639484,Miles,​​Brookfield,6064822542,53,,0.4489418022294854,30.494160151436745
155,North Shore Channel Trail,Ride,,,9986.0703125,-0.018125200644135475,182.89999389648438,177.61000061035156,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/WYKZ7MOZGJVBWGO2YZQVP323RKQLVG7554VW37USO4KKPRMMPXEH36O36ZX3W7X56X6QEYH2,2329,7305,,,43128944,Trent,Weyermuller,3712515289,1025,,6.205071838455516,21.793423042380347
156,The Wiener's Circle,Ride,,,375.0,-0.47999998927116394,203.1999969482422,201.0,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IQWCW4H355XXFXW3LTVVZQ5AJNQXYZR3HV4QBZR3I4I5SMGOENJI6DDHKVZRP3ETQT3IMKLARA======,27,38,,,10144222,Steven,Naggatz,657461477,13,,0.23301477624367756,64.52716880594149
157,Gross Point Sprint,Ride,,,862.0999755859375,0.0,194.39999389648438,193.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TQE6H5WQOAHVVT4YUC6TE2PJB3QNJPA7F3QZKTZV442G4CPLTAW742EVGN75C375DWBRMUZI,824,7499,,,23384952,Scott,Alan,3323803696,53,,0.5356854210955656,36.38617954611389
158,"Memorial Park ""Rollers"" - West",Ride,,,1203.0999755859375,0.03324740007519722,189.0,186.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/YQSAV7DM3W26TW7P4PRZ2MKDWCFIEBC4622RHHFAYEGLXA7GUUF4ADHW3UQQWV52WAYEGDPZ,323,889,,,22833564,Richard,White,5443610051,66,,0.7475735242931497,40.776737688717255
159,NSC - Beginning to First Rest stop,Ride,,,30602.30078125,0.10260699689388275,213.3000030517578,179.3000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/24WQJTPKVDUZADFF3FZ7KRCDTZGDJFXYXIP72PWXCXASJWQ4NQ4KKODKBIYGIBSM34UABXRU,519,586,,,2982281,Jesse,Dishner,1846447645,3453,,19.01543538422583,19.82495435366724
160,Don't Get Dropped B4 Goons!,Ride,,,700.0999755859375,0.08570200204849243,183.60000610351562,182.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/I6OWBIBRGM7YHZ3EOEXR5URQ7FL2EY2YYJLGAXCVERLIZ7PX5WV2X7IM5RXYI446HGTXWUJ4HU======,4179,49622,,,16429094,Morkis,Dorkis,3772991990,45,,0.4350230377582969,34.80184302066375
161,Northfield North,Ride,,,727.7999877929688,0.13740000128746033,190.60000610351562,187.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/F6L2R3VUW5YSFIS7CGXWCHUQ5AS2W7763SBWC6PFC7FRZVOEBWYPYGTDUQGPZV5FIVOEH3DK,2473,15055,,,636561,B,O,3645011855,50,,0.45223507014861297,32.560925050700135
162,PUTTING ON THE RITZ,Ride,,,393.79998779296875,0.0,190.60000610351562,190.60000610351562,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/JMH5MPQUOTMTK3SWMKSVTW4ZZWTBWED7BGVJGKANAKPL4GXX7XXA7V5OK44ELHM7LPVOLL3GIU======,4784,49195,,,12693731,Dave ,Heckelsmiller,9824623768,22,,0.2446965761075775,40.04125790851268
163,Willow to Willow (south),Ride,,,490.1000061035156,-0.7549480199813843,194.5,190.8000030517578,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/L55FB4BJS662WYWPNPXWAS4CR3TYHVXA6BWDIL7KIKVJZ3K24GMYOEEM4HUEBLWRDGTWSZRZNE======,1567,18890,,,60702390,Josh,Keating,5116210952,34,,0.3045347820246285,32.24485927319596
164,Tower Rd. - Bahai House,Ride,,,6998.10009765625,-0.18576499819755554,201.0,177.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/2A3HT62UZVN7ROKU42AUOIJGUYVQYX46H4X2R5GCQ4OH3KY3FNUC6WYLBUOP2FN25CWZHAFZHY======,8785,196129,802.0,12916254327,4828052,Michael,Lanyon,2658708796,530,,4.348428609029944,29.536496212278866
165,Green Bay Rd Tower to Asbury,Ride,,,8172.10009765625,-0.2643139958381653,167.0,145.39999389648438,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/X75FJLQJZIWDWBNEGWYRZVOFTVQA4BNWVVEC2GAFF76NXHWCU4VGGUMBZHVKJ4GAJWSNMZY6,1234,9231,,,1866361,Sabin,West,134098659,706,,5.077920201856817,25.893077516550342
